	County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
1227	Suffolk	MA	11183	15.9	6.1	5.7	28649.0	16317.0
1228	Worcester	MA	518	9.4	5.5	6.8	30438.0	20673.0
1229	Alcona	MI	17	11.9	6.7	19.7	850.0	1735.0
1230	Alger	MI	11	10.1	7.7	14.1	857.0	1072.0
1231	Allegan	MI	137	8.4	8.5	10.8	4349.0	2506.0
1232	Alpena	MI	53	11.7	6.3	17.3	1578.0	1740.0
1233	Antrim	MI	51	9.1	6.9	7.6	2423.0	2325.0
1234	Arenac	MI	47	13.5	7.1	13.6	1750.0	1868.0
1235	Baraga	MI	10	11.2	4.8	13.9	928.0	1128.0
1236	Barry	MI	108	7.3	5.6	13.1	3599.0	2334.0
1237	Bay	MI	245	10.6	6.0	11.7	3865.0	3314.0
1238	Benzie	MI	55	7.8	4.2	11.6	1800.0	1591.0
1239	Berrien	MI	285	12.3	10.0	11.1	6301.0	4800.0
1240	Branch	MI	92	11.2	8.5	8.6	2957.0	2047.0
1241	Calhoun	MI	196	11.6	9.8	11.9	5720.0	4355.0
1242	Cass	MI	106	10.8	5.2	14.5	2713.0	2374.0
1243	Charlevoix	MI	64	8.7	7.4	12.1	3143.0	2305.0
1244	Cheboygan	MI	38	11.5	6.0	11.7	2760.0	2821.0
1245	Chippewa	MI	25	13.0	6.3	13.5	1920.0	1554.0
1246	Clare	MI	56	14.6	11.7	19.1	1713.0	1886.0
1247	Clinton	MI	121	5.6	6.9	10.0	3925.0	2348.0
1248	Crawford	MI	27	12.5	15.2	20.0	1475.0	1451.0
1249	Delta	MI	33	10.4	9.0	13.4	2105.0	2068.0
1250	Dickinson	MI	37	9.2	4.3	13.6	1392.0	1593.0
1251	Eaton	MI	186	7.8	5.3	9.6	3794.0	2383.0
1252	Emmet	MI	72	8.0	6.8	6.8	1923.0	1476.0
1253	Genesee	MI	694	13.3	11.4	11.3	18818.0	11873.0
1254	Gladwin	MI	54	12.3	10.4	12.5	2772.0	2937.0
1255	Gogebic	MI	15	13.3	8.3	15.9	1488.0	2617.0
1256	Grand Traverse	MI	181	7.8	6.1	9.3	4757.0	3139.0
1257	Gratiot	MI	74	11.3	6.1	7.6	2461.0	2149.0
1258	Hillsdale	MI	79	10.0	8.5	11.1	3071.0	2211.0
1259	Houghton	MI	35	13.5	5.5	11.2	1985.0	2024.0
1260	Huron	MI	41	10.8	5.0	14.3	1805.0	2311.0
1261	Ingham	MI	498	12.7	6.6	9.2	11046.0	5650.0
1262	Ionia	MI	113	9.4	7.0	14.0	4138.0	2239.0
1263	Iosco	MI	49	12.7	8.0	20.0	1249.0	1839.0
1264	Iron	MI	11	11.6	3.3	17.3	1035.0	2184.0
1265	Isabella	MI	114	13.2	9.1	11.6	3517.0	2020.0
1266	Jackson	MI	232	10.9	7.9	11.8	6099.0	4480.0
1267	Kalamazoo	MI	428	12.0	10.6	10.1	9405.0	5814.0
1268	Kalkaska	MI	31	11.2	7.4	12.5	2082.0	1429.0
1269	Kent	MI	697	10.0	8.3	8.5	27754.0	12128.0
1270	Keweenaw	MI	4	9.4	0.0	0.0	202.0	256.0
1271	Lake	MI	21	16.9	10.7	19.3	1138.0	1489.0
1272	Lapeer	MI	143	7.4	5.8	10.9	5377.0	3100.0
1273	Leelanau	MI	64	6.7	5.7	6.0	1969.0	1702.0
1274	Lenawee	MI	136	8.0	5.6	11.0	6226.0	4410.0
1275	Livingston	MI	319	4.4	4.8	10.1	6017.0	2883.0
1276	Luce	MI	8	14.4	8.8	0.0	635.0	768.0
1277	Mackinac	MI	11	9.8	8.8	10.6	1156.0	1361.0
1278	Macomb	MI	1726	7.4	5.7	10.1	30497.0	21895.0
1279	Manistee	MI	46	11.1	7.1	22.3	2495.0	2942.0
1280	Marquette	MI	36	10.5	4.6	14.1	3051.0	3168.0
1281	Mason	MI	59	11.3	9.0	16.9	1551.0	1624.0
1282	Mecosta	MI	76	13.3	6.7	5.0	2401.0	1686.0
1283	Menominee	MI	24	10.7	4.9	14.8	2731.0	2857.0
1284	Midland	MI	161	9.0	7.0	9.7	5124.0	3115.0
1285	Missaukee	MI	27	11.3	7.8	14.0	1706.0	1294.0
1286	Monroe	MI	279	7.3	6.9	13.4	5368.0	3648.0
1287	Montcalm	MI	90	10.5	7.6	13.0	4195.0	2758.0
1288	Montmorency	MI	19	12.3	1.2	19.4	924.0	1485.0
1289	Muskegon	MI	345	13.4	9.1	8.6	7116.0	4778.0
1290	Newaygo	MI	59	11.7	5.1	12.7	3122.0	2146.0
1291	Oakland	MI	1392	6.7	6.5	9.8	46556.0	27118.0
1292	Oceana	MI	53	13.4	5.6	12.4	3546.0	2330.0
1293	Ogemaw	MI	39	13.5	6.4	20.1	2273.0	2662.0
1294	Ontonagon	MI	6	10.4	0.0	25.0	618.0	1158.0
1295	Osceola	MI	42	12.5	6.9	14.3	2874.0	2213.0
1296	Oscoda	MI	16	13.9	8.2	17.1	960.0	1082.0
1297	Otsego	MI	48	8.8	4.4	12.2	2787.0	1909.0
1298	Ottawa	MI	452	6.6	6.8	7.9	10667.0	4461.0
1299	Presque Isle	MI	22	10.1	17.7	12.7	1313.0	1817.0
1300	Roscommon	MI	50	13.1	9.2	14.9	2090.0	3496.0
1301	Saginaw	MI	258	13.4	9.3	9.4	8065.0	6205.0
1302	St. Clair	MI	237	8.7	7.0	11.0	6174.0	4424.0
1303	St. Joseph	MI	125	11.5	7.4	11.9	4613.0	2921.0
1304	Sanilac	MI	46	11.7	6.3	10.8	2716.0	2323.0
1305	Schoolcraft	MI	7	11.7	9.9	18.0	916.0	1141.0
1306	Shiawassee	MI	135	9.1	6.6	11.0	4513.0	3130.0
1307	Tuscola	MI	72	9.8	7.5	13.6	3447.0	2631.0
1308	Van Buren	MI	129	12.2	6.2	12.3	5132.0	3376.0
1309	Washtenaw	MI	482	9.6	6.7	7.7	12621.0	5567.0
1310	Wayne	MI	3254	16.5	11.2	10.3	88716.0	59647.0
1311	Wexford	MI	56	11.3	7.6	11.9	1969.0	1518.0
1312	Aitkin	MN	9	10.8	6.3	12.5	1408.0	1824.0
1313	Anoka	MN	765	5.3	3.9	8.9	12928.0	4331.0
1314	Becker	MN	24	11.1	7.8	12.3	1915.0	1613.0
1315	Beltrami	MN	17	15.2	7.1	14.1	2952.0	1661.0
1316	Benton	MN	94	7.3	5.1	8.4	2762.0	1541.0
1317	Big Stone	MN	11	10.1	0.0	0.0	546.0	961.0
1318	Blue Earth	MN	77	10.3	3.8	8.6	3394.0	2191.0
1319	Brown	MN	43	7.1	4.2	0.0	1426.0	1382.0
1320	Carlton	MN	40	8.1	7.0	16.0	1846.0	1578.0
1321	Carver	MN	238	4.0	3.5	6.4	5764.0	1508.0
1322	Cass	MN	14	11.7	6.5	15.8	1545.0	1493.0
1323	Chippewa	MN	22	8.5	7.1	8.1	1432.0	1574.0
1324	Chisago	MN	118	5.5	4.1	12.6	3389.0	1548.0
1325	Clay	MN	52	9.9	7.3	12.4	3172.0	2031.0
1326	Clearwater	MN	9	12.9	8.9	22.6	997.0	1094.0
1327	Cook	MN	4	7.1	0.0	0.0	463.0	422.0
1328	Cottonwood	MN	18	9.5	5.7	0.0	1369.0	1611.0
1329	Crow Wing	MN	60	9.1	4.8	12.8	3512.0	2614.0
1330	Dakota	MN	673	4.9	4.9	8.7	15864.0	5143.0
1331	Dodge	MN	45	5.6	4.4	11.4	2521.0	1279.0
1332	Douglas	MN	55	7.7	4.4	8.4	1803.0	1663.0
1333	Faribault	MN	22	8.9	5.6	11.3	1589.0	2159.0
1334	Fillmore	MN	25	8.5	6.7	9.9	2457.0	2560.0
1335	Freeborn	MN	45	8.7	6.1	11.3	1961.0	1893.0
1336	Goodhue	MN	60	6.1	4.2	12.2	2628.0	2255.0
1337	Grant	MN	11	8.5	0.0	0.0	624.0	890.0
1338	Hennepin	MN	2011	9.1	5.3	8.5	49101.0	23700.0
1339	Houston	MN	36	7.0	6.8	7.8	2132.0	1841.0
1340	Hubbard	MN	20	10.4	6.0	12.9	1836.0	1821.0
1341	Isanti	MN	86	6.1	5.9	13.9	2035.0	1162.0
1342	Itasca	MN	17	9.9	8.3	14.5	2287.0	2347.0
1343	Jackson	MN	16	8.0	1.9	12.6	1147.0	1310.0
1344	Kanabec	MN	31	9.0	5.5	10.0	1624.0	1276.0
1345	Kandiyohi	MN	52	9.5	3.4	8.1	2677.0	1839.0
1346	Kittson	MN	4	8.5	0.0	0.0	535.0	795.0
1347	Koochiching	MN	4	10.5	9.3	9.9	1452.0	1632.0
1348	Lac qui Parle	MN	10	8.0	1.5	0.0	752.0	1183.0
1349	Lake	MN	5	7.7	7.6	0.0	1012.0	1290.0
1350	Lake of the Woods	MN	3	8.3	0.0	0.0	396.0	437.0
1351	Le Sueur	MN	61	6.5	3.5	13.5	3171.0	2182.0
1352	Lincoln	MN	11	8.4	1.7	0.0	673.0	1040.0
1353	Lyon	MN	34	8.7	6.4	10.2	3360.0	2345.0
1354	McLeod	MN	74	6.1	8.1	6.2	2478.0	1487.0
1355	Mahnomen	MN	9	15.1	7.0	0.0	788.0	571.0
1356	Marshall	MN	6	8.5	8.9	0.0	1124.0	1083.0
1357	Martin	MN	30	9.8	3.9	5.2	2330.0	2554.0
1358	Meeker	MN	38	7.7	2.7	11.5	2801.0	2269.0
1359	Mille Lacs	MN	45	8.7	5.7	8.0	2711.0	2447.0
1360	Morrison	MN	29	9.4	7.9	15.3	2037.0	1502.0
1361	Mower	MN	55	9.2	4.6	12.0	2610.0	2083.0
1362	Murray	MN	13	7.5	6.0	0.0	925.0	1017.0
1363	Nicollet	MN	68	7.5	1.6	7.6	1867.0	895.0
1364	Nobles	MN	29	9.7	4.1	7.9	2973.0	1986.0
1365	Norman	MN	8	9.8	4.1	0.0	831.0	1089.0
1366	Olmsted	MN	207	6.8	6.0	8.0	5960.0	2356.0
1367	Otter Tail	MN	29	9.6	4.8	14.6	2938.0	3291.0
1368	Pennington	MN	22	9.5	6.4	12.0	1714.0	1486.0
1369	Pine	MN	20	10.7	6.6	12.4	2865.0	2387.0
1370	Pipestone	MN	20	8.8	6.8	0.0	1133.0	1299.0
1371	Polk	MN	16	10.7	3.3	13.6	1801.0	1879.0
1372	Pope	MN	17	8.3	4.1	7.1	1089.0	1535.0
1373	Ramsey	MN	3177	10.7	5.6	9.1	22222.0	11712.0
1374	Red Lake	MN	10	9.0	11.6	0.0	480.0	509.0
1375	Redwood	MN	18	8.4	4.5	13.2	1991.0	2131.0
1376	Renville	MN	17	9.0	5.5	7.4	2013.0	2201.0
1377	Rice	MN	122	7.2	6.3	9.9	3471.0	2156.0
1378	Rock	MN	20	7.6	8.6	11.9	1181.0	1200.0
1379	Roseau	MN	10	6.4	6.2	13.3	2345.0	1385.0
1380	St. Louis	MN	32	10.5	5.2	13.4	6155.0	6609.0
1381	Scott	MN	336	3.8	2.8	9.6	8986.0	2024.0
1382	Sherburne	MN	187	4.6	4.2	13.7	5704.0	1861.0
1383	Sibley	MN	26	8.0	4.7	6.5	1876.0	1491.0
1384	Stearns	MN	106	8.0	5.8	8.7	5340.0	2307.0
1385	Steele	MN	83	6.8	5.9	7.3	2380.0	1430.0
1386	Stevens	MN	17	8.6	10.9	0.0	1007.0	930.0
1387	Swift	MN	15	9.2	2.7	10.5	1232.0	1325.0
1388	Todd	MN	26	11.3	6.0	10.0	2785.0	2312.0
1389	Traverse	MN	7	10.4	0.0	0.0	423.0	605.0
1390	Wabasha	MN	42	6.3	8.7	6.7	2471.0	1949.0
1391	Wadena	MN	26	11.9	3.4	13.2	1632.0	1862.0
1392	Waseca	MN	46	8.0	4.6	0.0	2392.0	1720.0
1393	Washington	MN	563	4.7	5.1	8.3	8599.0	3155.0
1394	Watonwan	MN	26	8.8	6.1	0.0	1646.0	1264.0
1395	Wilkin	MN	9	8.2	10.4	17.0	867.0	766.0
1396	Winona	MN	79	9.7	6.5	8.4	2625.0	2082.0
1397	Wright	MN	168	4.9	4.0	7.6	7932.0	2736.0
1398	Yellow Medicine	MN	14	8.5	7.1	10.1	1259.0	1380.0
1399	Adams	MS	70	22.3	10.1	12.2	2272.0	2104.0
1400	Alcorn	MS	88	16.2	7.9	10.4	2276.0	2140.0
1401	Amite	MS	18	18.5	7.6	11.4	1599.0	1411.0
1402	Attala	MS	27	20.0	12.2	12.7	2604.0	2613.0
1403	Benton	MS	19	20.0	13.2	0.0	1164.0	949.0
1404	Bolivar	MS	44	27.3	12.5	7.4	3192.0	2140.0
1405	Calhoun	MS	25	16.9	8.8	11.0	2044.0	1833.0
1406	Carroll	MS	17	16.1	12.9	10.1	1029.0	930.0
1407	Chickasaw	MS	38	17.6	10.0	8.3	3145.0	2000.0
1408	Choctaw	MS	23	21.7	8.8	10.4	1143.0	960.0
1409	Claiborne	MS	24	25.5	15.5	0.0	1727.0	1115.0
1410	Clarke	MS	26	18.9	7.5	10.6	2367.0	1890.0
1411	Clay	MS	52	20.6	12.0	9.3	3328.0	2299.0
1412	Coahoma	MS	52	28.3	17.0	12.0	2827.0	1783.0
1413	Copiah	MS	38	21.2	15.9	0.0	2136.0	1452.0
1414	Covington	MS	49	19.3	13.0	10.9	2995.0	2074.0
1415	DeSoto	MS	287	8.6	8.1	13.4	8850.0	4121.0
1416	Forrest	MS	161	20.4	7.8	9.2	5392.0	3676.0
1417	Franklin	MS	15	19.5	9.8	19.9	1133.0	978.0
1418	George	MS	44	16.1	10.4	13.7	3317.0	1815.0
1419	Greene	MS	18	19.8	7.2	7.6	1526.0	1090.0
1420	Grenada	MS	54	18.5	10.8	11.5	3101.0	2876.0
1421	Hancock	MS	98	15.7	7.7	20.3	2721.0	2261.0
1422	Harrison	MS	334	16.5	8.8	18.1	8709.0	5319.0
1423	Hinds	MS	287	20.5	12.5	9.7	11627.0	6266.0
1424	Holmes	MS	28	32.2	13.8	7.9	3907.0	2565.0
1425	Humphreys	MS	25	30.2	13.3	0.0	1996.0	1276.0
1426	Issaquena	MS	5	29.0	0.0	0.0	220.0	147.0
1427	Itawamba	MS	44	13.7	7.9	13.3	2699.0	2623.0
1428	Jackson	MS	187	15.0	7.7	16.8	5470.0	3513.0
1429	Jasper	MS	27	20.8	8.5	13.4	2736.0	1871.0
1430	Jefferson	MS	18	27.9	13.6	11.3	1400.0	946.0
1431	Jefferson Davis	MS	32	22.9	11.5	13.7	1971.0	1581.0
1432	Jones	MS	95	18.7	8.6	7.7	4988.0	3490.0
1433	Kemper	MS	13	19.9	11.5	14.4	1365.0	1065.0
1434	Lafayette	MS	65	15.8	11.9	9.7	2265.0	1486.0
1435	Lamar	MS	90	13.9	9.3	11.5	3119.0	1477.0
1436	Lauderdale	MS	110	18.8	11.2	10.3	5897.0	4817.0
1437	Lawrence	MS	31	17.5	9.1	7.7	1828.0	1404.0
1438	Leake	MS	39	19.9	13.2	11.4	3343.0	2436.0
1439	Lee	MS	175	14.1	9.9	12.2	6087.0	3668.0
1440	Leflore	MS	62	29.4	15.5	10.5	3027.0	2077.0
1441	Lincoln	MS	58	17.7	7.0	12.0	2295.0	2030.0
1442	Lowndes	MS	119	19.2	11.4	11.8	4641.0	2592.0
1443	Madison	MS	118	13.2	9.7	8.6	6088.0	4225.0
1444	Marion	MS	47	21.7	4.8	9.1	1860.0	1659.0
1445	Marshall	MS	50	19.1	14.6	7.0	2601.0	1780.0
1446	Monroe	MS	49	16.3	10.9	8.5	2483.0	1977.0
1447	Montgomery	MS	29	20.8	18.5	17.4	1678.0	1483.0
1448	Neshoba	MS	52	18.6	9.0	0.0	2439.0	1575.0
1449	Newton	MS	39	16.9	13.1	15.0	3281.0	2503.0
1450	Noxubee	MS	18	26.8	22.6	0.0	2165.0	1285.0
1451	Oktibbeha	MS	90	21.4	8.4	7.7	2728.0	1403.0
1452	Panola	MS	52	20.9	9.5	10.8	2856.0	1750.0
1453	Pearl River	MS	65	18.1	6.3	9.7	3347.0	2365.0
1454	Perry	MS	19	18.3	4.8	0.0	1825.0	1169.0
1455	Pike	MS	96	22.8	7.5	12.2	3209.0	2219.0
1456	Pontotoc	MS	57	13.2	6.4	12.9	3634.0	2460.0
1457	Prentiss	MS	62	15.2	10.3	14.8	3222.0	2307.0
1458	Quitman	MS	23	27.3	8.5	0.0	1713.0	1187.0
1459	Rankin	MS	170	10.4	8.6	11.9	5320.0	2482.0
1460	Scott	MS	47	16.0	15.1	10.7	2250.0	1411.0
1461	Sharkey	MS	14	29.4	4.9	0.0	1159.0	718.0
1462	Simpson	MS	47	19.7	13.2	18.6	1974.0	1544.0
1463	Smith	MS	25	16.4	9.7	11.3	2069.0	1663.0
1464	Stone	MS	33	17.3	10.3	16.2	1940.0	1442.0
1465	Sunflower	MS	47	30.3	18.4	10.0	2558.0	1648.0
1466	Tallahatchie	MS	22	25.6	12.5	13.7	2191.0	1567.0
1467	Tate	MS	66	15.0	11.9	11.4	3701.0	2383.0
1468	Tippah	MS	46	15.7	11.4	8.6	3104.0	2580.0
1469	Tishomingo	MS	45	13.9	6.3	18.0	2282.0	2573.0
1470	Tunica	MS	23	22.4	16.6	17.6	1718.0	1000.0
1471	Union	MS	64	12.8	8.6	11.2	3596.0	2567.0
1472	Walthall	MS	38	22.3	11.0	18.5	2223.0	1693.0
1473	Warren	MS	84	17.6	8.6	15.2	3940.0	2628.0
1474	Washington	MS	82	28.4	11.7	7.3	5295.0	3331.0
1475	Wayne	MS	26	20.6	10.9	6.0	3246.0	2051.0
1476	Webster	MS	24	18.4	3.9	13.8	1391.0	1390.0
1477	Wilkinson	MS	15	27.9	5.9	0.0	1319.0	1302.0
1478	Winston	MS	33	20.0	9.7	14.0	2609.0	2235.0
1479	Yalobusha	MS	29	19.0	6.8	14.0	1802.0	1561.0
1480	Yazoo	MS	31	27.0	12.8	12.7	2195.0	1535.0
1481	Adair	MO	43	15.9	5.2	11.8	2852.0	2275.0
1482	Andrew	MO	39	8.3	3.8	13.1	1757.0	1581.0
1483	Atchison	MO	11	11.0	1.8	0.0	618.0	910.0
1484	Audrain	MO	37	13.6	7.9	16.9	3470.0	3068.0
1485	Barry	MO	46	14.9	6.2	15.9	2403.0	1932.0
1486	Barton	MO	22	12.8	5.7	14.3	1758.0	1400.0
1487	Bates	MO	20	13.0	7.1	13.4	2060.0	2151.0
1488	Benton	MO	27	14.6	8.6	17.1	1519.0	2425.0
1489	Bollinger	MO	20	13.3	11.4	12.5	1386.0	1238.0
1490	Boone	MO	209	11.7	6.7	12.3	5399.0	2603.0
1491	Buchanan	MO	207	12.3	6.8	13.3	5601.0	4681.0
1492	Butler	MO	59	17.0	14.9	14.6	2760.0	2682.0
1493	Caldwell	MO	22	11.9	9.1	11.8	1096.0	1069.0
1494	Callaway	MO	51	9.8	6.1	15.6	2458.0	1698.0
1495	Camden	MO	60	11.7	6.3	9.7	1905.0	1948.0
1496	Cape Girardeau	MO	123	11.2	7.1	8.0	4343.0	3403.0
1497	Carroll	MO	15	12.8	5.5	20.3	1231.0	1433.0
1498	Carter	MO	12	19.4	7.0	17.8	795.0	796.0
1499	Cass	MO	135	7.4	5.4	11.0	5735.0	3603.0
1500	Cedar	MO	30	15.8	7.3	14.1	1518.0	1983.0
1501	Chariton	MO	11	10.9	4.3	0.0	767.0	1292.0
1502	Christian	MO	119	9.3	4.1	16.0	4146.0	2134.0
1503	Clark	MO	14	12.5	6.6	19.9	822.0	883.0
1504	Clay	MO	510	6.6	5.7	12.9	8658.0	4285.0
1505	Clinton	MO	49	8.6	5.0	14.6	2403.0	2113.0
1506	Cole	MO	186	9.0	6.7	11.1	4628.0	3006.0
1507	Cooper	MO	31	11.2	4.1	14.0	1895.0	1763.0
1508	Crawford	MO	32	14.5	4.4	14.9	3049.0	2521.0
1509	Dade	MO	16	13.0	6.4	15.4	877.0	1196.0
1510	Dallas	MO	30	15.3	8.1	14.4	2053.0	1706.0
1511	Daviess	MO	14	14.2	7.5	23.7	1172.0	1013.0
1512	DeKalb	MO	29	13.5	6.2	10.0	1055.0	1198.0
1513	Dent	MO	20	16.0	4.4	17.7	1770.0	1935.0
1514	Douglas	MO	17	17.0	7.1	23.3	1413.0	1447.0
1515	Dunklin	MO	60	20.5	9.6	13.6	2397.0	2392.0
1516	Franklin	MO	107	8.4	5.4	16.5	6474.0	4364.0
1517	Gasconade	MO	30	9.7	7.3	10.7	1660.0	2036.0
1518	Gentry	MO	13	11.3	1.4	0.0	780.0	1095.0
1519	Greene	MO	372	12.5	7.3	14.1	9313.0	7238.0
1520	Grundy	MO	24	14.2	3.4	12.3	1288.0	1568.0
1521	Harrison	MO	12	13.3	6.7	15.0	994.0	1294.0
1522	Henry	MO	32	13.3	6.3	12.7	2580.0	2987.0
1523	Hickory	MO	23	16.2	7.7	13.5	729.0	1372.0
1524	Holt	MO	11	11.8	0.0	0.0	510.0	751.0
1525	Howard	MO	21	11.8	9.9	14.9	1130.0	1137.0
1526	Howell	MO	41	17.1	5.7	14.8	2451.0	2331.0
1527	Iron	MO	19	17.6	7.4	14.1	1349.0	1833.0
1528	Jackson	MO	1096	12.3	7.5	13.3	30546.0	18206.0
1529	Jasper	MO	173	14.9	7.8	14.6	8497.0	5548.0
1530	Jefferson	MO	325	8.0	7.6	13.1	8180.0	4709.0
1531	Johnson	MO	61	11.5	5.3	10.3	3557.0	1677.0
1532	Knox	MO	8	14.5	0.0	0.0	514.0	650.0
1533	Laclede	MO	45	14.3	7.1	10.6	2254.0	1724.0
1534	Lafayette	MO	53	10.2	5.9	0.0	2035.0	1954.0
1535	Lawrence	MO	61	13.7	10.0	15.9	2493.0	2024.0
1536	Lewis	MO	20	13.3	2.6	17.5	1252.0	1245.0
1537	Lincoln	MO	76	9.0	6.2	11.4	2882.0	1685.0
1538	Linn	MO	21	13.4	4.6	11.5	1721.0	2021.0
1539	Livingston	MO	27	12.6	11.9	9.8	1704.0	1939.0
1540	McDonald	MO	42	16.9	10.0	16.0	3432.0	1988.0
1541	Macon	MO	19	12.1	7.7	12.0	1871.0	2208.0
1542	Madison	MO	24	15.0	7.1	12.3	1388.0	1620.0
1543	Maries	MO	17	12.2	4.5	17.0	982.0	959.0
1544	Marion	MO	65	12.6	5.0	0.0	2010.0	1764.0
1545	Mercer	MO	8	12.1	13.5	29.9	421.0	498.0
1546	Miller	MO	42	13.4	4.3	14.1	3078.0	2667.0
1547	Mississippi	MO	33	20.5	9.9	17.1	2023.0	1820.0
1548	Moniteau	MO	36	10.5	8.2	9.1	1887.0	1466.0
1549	Monroe	MO	15	10.0	4.0	17.2	1102.0	1153.0
1550	Montgomery	MO	23	11.9	6.9	22.7	1460.0	1603.0
1551	Morgan	MO	34	14.8	10.3	17.3	2223.0	2507.0
1552	New Madrid	MO	27	18.7	9.1	16.7	2629.0	2556.0
1553	Newton	MO	89	12.2	9.0	9.4	3567.0	2714.0
1554	Nodaway	MO	25	11.5	3.1	13.0	2130.0	1991.0
1555	Oregon	MO	13	18.5	6.8	20.2	1149.0	1383.0
1556	Osage	MO	22	8.4	8.4	13.9	1690.0	1278.0
1557	Ozark	MO	13	18.1	3.2	0.0	1033.0	1235.0
1558	Pemiscot	MO	39	23.1	12.3	14.0	3651.0	2734.0
1559	Perry	MO	39	9.6	5.6	12.2	2403.0	1927.0
1560	Pettis	MO	59	12.8	9.3	16.1	2895.0	2119.0
1561	Phelps	MO	63	14.1	7.6	11.8	2506.0	2097.0
1562	Pike	MO	28	14.3	7.5	15.5	2057.0	1957.0
1563	Platte	MO	195	5.5	7.2	11.1	5125.0	2415.0
1564	Polk	MO	45	15.0	5.1	13.2	1775.0	1509.0
1565	Pulaski	MO	81	12.3	9.0	0.0	3117.0	1411.0
1566	Putnam	MO	10	13.8	1.8	0.0	584.0	774.0
1567	Ralls	MO	21	9.0	8.7	14.6	922.0	917.0
1568	Randolph	MO	53	13.5	7.4	15.1	3279.0	3073.0
1569	Ray	MO	42	8.4	4.9	14.6	2946.0	2260.0
1570	Reynolds	MO	8	18.1	10.9	13.8	717.0	758.0
1571	Ripley	MO	22	19.1	7.1	16.2	1730.0	1732.0
1572	St. Charles	MO	589	4.9	6.7	9.5	12968.0	5374.0
1573	St. Clair	MO	14	16.7	7.2	15.3	933.0	1357.0
1574	Ste. Genevieve	MO	36	8.8	3.6	17.6	1871.0	1611.0
1575	St. Francois	MO	137	14.3	8.3	14.4	3594.0	3496.0
1576	St. Louis	MO	1978	8.6	8.4	10.5	36724.0	29021.0
1577	Saline	MO	31	13.3	9.4	11.5	2853.0	2879.0
1578	Schuyler	MO	14	13.6	11.8	0.0	468.0	616.0
1579	Scotland	MO	11	13.0	5.0	19.0	676.0	738.0
1580	Scott	MO	98	14.6	12.6	9.6	2865.0	2102.0
1581	Shannon	MO	8	21.1	11.8	0.0	948.0	853.0
1582	Shelby	MO	13	13.5	1.4	0.0	794.0	1004.0
1583	Stoddard	MO	36	14.9	9.4	13.4	1697.0	1877.0
1584	Stone	MO	67	12.7	11.8	10.6	1527.0	1493.0
1585	Sullivan	MO	11	14.7	6.9	0.0	955.0	989.0
1586	Taney	MO	68	13.2	6.2	10.0	2755.0	2135.0
1587	Texas	MO	21	18.4	9.9	13.5	2732.0	2694.0
1588	Vernon	MO	25	15.0	13.2	15.1	2685.0	2452.0
1589	Warren	MO	67	9.1	4.1	19.3	3204.0	2056.0
1590	Washington	MO	32	18.3	6.0	12.1	3079.0	2238.0
1591	Wayne	MO	17	19.9	16.0	15.4	1520.0	1781.0
1592	Webster	MO	59	13.9	8.2	12.8	2436.0	1337.0
1593	Worth	MO	8	13.2	0.0	0.0	240.0	384.0
1594	Wright	MO	27	18.7	7.9	12.1	2506.0	2198.0
1595	St. Louis City	MO	5561	21.3	12.8	13.1	15755.0	12366.0
1596	Beaverhead	MT	2	15.7	5.6	29.6	1003.0	818.0
1597	Big Horn	MT	3	24.0	7.7	15.7	2454.0	1044.0
1598	Blaine	MT	2	22.2	7.3	29.7	1077.0	670.0
1599	Broadwater	MT	4	13.0	0.0	27.0	409.0	419.0
1600	Carbon	MT	5	11.2	8.8	11.8	896.0	935.0
1601	Carter	MT	0	12.2	0.0	0.0	126.0	161.0
1602	Cascade	MT	29	13.9	8.9	22.5	5370.0	3801.0
1603	Chouteau	MT	1	15.0	0.0	0.0	454.0	607.0
1604	Custer	MT	3	13.9	7.4	27.0	1367.0	1459.0
1605	Daniels	MT	1	11.9	0.0	0.0	161.0	293.0
1606	Dawson	MT	4	12.7	6.3	16.4	889.0	948.0
1607	Deer Lodge	MT	12	14.8	6.2	19.5	887.0	1312.0
1608	Fallon	MT	2	9.7	0.0	0.0	274.0	306.0
1609	Fergus	MT	3	14.9	8.7	15.8	1184.0	1633.0
1610	Flathead	MT	16	12.6	6.0	23.3	4815.0	3452.0
1611	Gallatin	MT	30	11.5	6.0	15.8	4361.0	1841.0
1612	Garfield	MT	0	11.6	0.0	0.0	170.0	158.0
1613	Glacier	MT	5	25.6	8.9	17.7	2386.0	1125.0
1614	Golden Valley	MT	1	17.9	0.0	0.0	126.0	78.0
1615	Granite	MT	2	14.9	0.0	29.3	258.0	313.0
1616	Hill	MT	6	18.1	7.1	17.1	2681.0	1498.0
1617	Jefferson	MT	7	9.2	2.5	17.5	922.0	771.0
1618	Judith Basin	MT	1	16.2	0.0	0.0	209.0	207.0
1619	Lake	MT	19	19.1	13.4	21.4	1785.0	1286.0
1620	Lewis and Clark	MT	17	11.7	7.2	17.9	3312.0	2343.0
1621	Liberty	MT	1	13.7	0.0	0.0	203.0	223.0
1622	Lincoln	MT	5	18.3	7.6	18.2	1910.0	1871.0
1623	McCone	MT	1	12.7	0.0	0.0	167.0	184.0
1624	Madison	MT	2	11.6	7.6	28.6	590.0	712.0
1625	Meagher	MT	1	17.2	0.0	0.0	239.0	228.0
